130,1:0,1:0,0.999,0.001,138
131,1:0,1:0,0.911,0.089,716
132,1:0,1:0,0.963,0.037,81
133,1:0,1:0,0.974,0.026,646
134,1:0,1:0,0.996,0.004,203
135,1:0,1:0,0.911,0.089,89
136,1:0,1:0,0.589,0.411,326
137,1:0,1:0,0.589,0.411,321
138,1:0,1:0,0.911,0.089,481
139,1:0,1:0,0.999,0.001,465
140,1:0,1:0,0.911,0.089,530
141,1:0,1:0,0.999,0.001,684
142,1:0,2:1,0.202,0.798,713
143,1:0,1:0,0.911,0.089,440
144,1:0,1:0,0.999,0.001,428
145,1:0,1:0,0.996,0.004,102
146,1:0,1:0,0.996,0.004,554
147,1:0,1:0,0.999,0.001,238
148,1:0,1:0,0.999,0.001,600
149,1:0,1:0,0.999,0.001,483
150,1:0,1:0,0.996,0.004,375
151,1:0,1:0,0.996,0.004,337
152,1:0,2:1,0.202,0.798,305
153,1:0,1:0,0.999,0.001,422
154,1:0,1:0,0.911,0.089,673
155,1:0,1:0,0.996,0.004,214
156,1:0,1:0,0.999,0.001,439
157,1:0,1:0,0.999,0.001,79
158,1:0,1:0,0.996,0.004,658
159,1:0,2:1,0.202,0.798,444
160,1:0,1:0,0.999,0.001,134
161,1:0,1:0,0.974,0.026,111
162,1:0,1:0,0.589,0.411,253
163,1:0,1:0,0.589,0.411,126
164,1:0,1:0,0.999,0.001,446
165,1:0,1:0,0.589,0.411,608
166,1:0,1:0,0.996,0.004,521
167,1:0,1:0,0.999,0.001,49
168,1:0,1:0,0.999,0.001,596
169,1:0,1:0,0.589,0.411,277
170,1:0,1:0,0.999,0.001,255
171,1:0,1:0,0.589,0.411,635
172,1:0,1:0,0.589,0.411,379
173,1:0,1:0,0.996,0.004,104
174,1:0,1:0,0.589,0.411,165
175,1:0,1:0,0.999,0.001,10
176,1:0,1:0,0.995,0.005,232
177,1:0,1:0,0.996,0.004,448
178,1:0,1:0,0.911,0.089,501
179,1:0,1:0,0.589,0.411,516
180,1:0,1:0,0.996,0.004,533
181,1:0,1:0,0.911,0.089,720
182,1:0,1:0,0.996,0.004,606
183,1:0,2:1,0.202,0.798,506
184,1:0,1:0,0.999,0.001,528
185,1:0,1:0,0.996,0.004,48
186,1:0,1:0,0.996,0.004,535
187,1:0,1:0,0.995,0.005,226
188,1:0,1:0,0.911,0.089,650
189,1:0,1:0,0.996,0.004,463
190,1:0,1:0,0.996,0.004,575
191,1:0,1:0,0.911,0.089,482
192,1:0,1:0,0.589,0.411,552
193,1:0,1:0,0.999,0.001,123
194,1:0,1:0,0.999,0.001,285
195,1:0,1:0,0.996,0.004,323
196,1:0,1:0,0.996,0.004,224
197,1:0,1:0,0.996,0.004,548
198,2:1,1:0,0.996,0.004,107
199,2:1,1:0,0.911,0.089,736
200,2:1,2:1,0.202,0.798,386
201,2:1,1:0,0.589,0.411,567
202,2:1,1:0,0.979,0.021,215
203,2:1,1:0,0.589,0.411,454
204,2:1,1:0,0.502,0.498,240
205,2:1,1:0,0.996,0.004,349
206,2:1,2:1,0.202,0.798,416
207,2:1,2:1,0.202,0.798,120
208,2:1,1:0,0.589,0.411,147
209,2:1,2:1,0.037,0.963,485
210,2:1,1:0,0.589,0.411,14
211,2:1,1:0,0.589,0.411,712
212,2:1,1:0,0.589,0.411,158
213,2:1,1:0,0.502,0.498,431
214,2:1,2:1,0.202,0.798,504
215,2:1,1:0,0.589,0.411,45
216,2:1,1:0,0.589,0.411,475
217,2:1,2:1,0.037,0.963,259
218,2:1,2:1,0.202,0.798,616
219,2:1,1:0,0.589,0.411,557
220,2:1,1:0,0.974,0.026,620
221,2:1,1:0,0.589,0.411,77
222,2:1,1:0,0.589,0.411,21
223,2:1,1:0,0.805,0.195,24
224,2:1,1:0,0.996,0.004,686
225,2:1,1:0,0.974,0.026,705
226,2:1,1:0,0.589,0.411,204
227,2:1,2:1,0.037,0.963,525
228,2:1,1:0,0.589,0.411,420
229,2:1,1:0,0.991,0.009,603
230,2:1,1:0,0.589,0.411,691
231,2:1,1:0,0.589,0.411,412
232,2:1,1:0,0.999,0.001,9
233,2:1,1:0,0.589,0.411,315
234,2:1,2:1,0.216,0.784,599
235,2:1,1:0,0.999,0.001,500
236,2:1,2:1,0.202,0.798,541
237,2:1,1:0,0.589,0.411,306
238,2:1,1:0,0.589,0.411,738
239,2:1,1:0,0.589,0.411,57
240,2:1,1:0,0.589,0.411,581
241,2:1,2:1,0.202,0.798,18
242,2:1,1:0,0.589,0.411,663
243,2:1,1:0,0.979,0.021,50
244,2:1,1:0,0.974,0.026,400
245,2:1,1:0,0.589,0.411,629
246,2:1,1:0,0.589,0.411,28
1,1:0,1:0,0.989,0.011,265
2,1:0,1:0,0.978,0.022,537
3,1:0,1:0,0.997,0.003,289
4,1:0,1:0,0.804,0.196,154
5,1:0,1:0,0.999,0.001,182
6,1:0,1:0,0.804,0.196,725
7,1:0,1:0,0.945,0.055,291
8,1:0,1:0,0.654,0.346,363
9,1:0,1:0,0.997,0.003,417
10,1:0,1:0,0.997,0.003,584
11,1:0,1:0,0.654,0.346,15
12,1:0,1:0,0.997,0.003,700
13,1:0,1:0,0.999,0.001,17
14,1:0,1:0,0.997,0.003,727
15,1:0,1:0,0.833,0.167,512
16,1:0,1:0,0.999,0.001,146
17,1:0,1:0,0.654,0.346,627
18,1:0,1:0,0.989,0.011,348
19,1:0,2:1,0.02,0.98,192
20,1:0,1:0,0.999,0.001,304
21,1:0,1:0,0.804,0.196,38
22,1:0,1:0,0.997,0.003,547
23,1:0,1:0,0.997,0.003,661
24,1:0,1:0,0.999,0.001,637
25,1:0,1:0,0.997,0.003,526
26,1:0,2:1,0.311,0.689,562
27,1:0,1:0,0.654,0.346,735
28,1:0,1:0,0.997,0.003,515
29,1:0,1:0,0.999,0.001,247
30,1:0,1:0,0.997,0.003,252
31,1:0,1:0,0.976,0.024,692
32,1:0,1:0,0.978,0.022,228
33,1:0,2:1,0.146,0.854,76
34,1:0,1:0,0.997,0.003,438
35,1:0,2:1,0.311,0.689,382
36,1:0,1:0,0.654,0.346,598
37,1:0,1:0,0.976,0.024,679
38,1:0,1:0,0.999,0.001,665
39,1:0,2:1,0.311,0.689,574
40,1:0,1:0,0.999,0.001,657
41,1:0,1:0,0.997,0.003,218
42,1:0,1:0,0.999,0.001,66
43,1:0,1:0,0.654,0.346,33
44,1:0,1:0,0.999,0.001,313
45,1:0,1:0,0.833,0.167,193
46,1:0,1:0,0.833,0.167,371
47,1:0,1:0,0.999,0.001,95
48,1:0,2:1,0.311,0.689,263
49,1:0,1:0,0.978,0.022,367
50,1:0,1:0,0.833,0.167,141
51,1:0,1:0,0.989,0.011,351
52,1:0,1:0,0.978,0.022,670
53,1:0,1:0,0.989,0.011,325
54,1:0,1:0,0.997,0.003,196
55,1:0,2:1,0.433,0.567,257
56,1:0,1:0,0.989,0.011,425
57,1:0,1:0,0.997,0.003,211
58,1:0,1:0,0.999,0.001,166
59,1:0,1:0,0.989,0.011,662
60,1:0,2:1,0.146,0.854,74
61,1:0,2:1,0.311,0.689,397
62,1:0,1:0,0.978,0.022,249
63,1:0,1:0,0.654,0.346,573
64,1:0,1:0,0.978,0.022,594
65,1:0,1:0,0.978,0.022,677
66,1:0,1:0,0.804,0.196,467
67,1:0,1:0,0.999,0.001,703
68,1:0,1:0,0.999,0.001,35
69,1:0,1:0,0.989,0.011,124
70,1:0,1:0,0.989,0.011,597
71,1:0,1:0,0.999,0.001,267
72,1:0,1:0,0.999,0.001,319
73,1:0,2:1,0.311,0.689,25
74,1:0,1:0,0.999,0.001,1
75,1:0,1:0,0.997,0.003,32
76,1:0,1:0,0.999,0.001,292
77,1:0,1:0,0.997,0.003,687
78,1:0,1:0,0.997,0.003,641
79,1:0,1:0,0.997,0.003,288
80,1:0,1:0,0.976,0.024,617
81,1:0,1:0,0.997,0.003,642
82,1:0,1:0,0.999,0.001,577
83,1:0,1:0,0.978,0.022,634
84,1:0,1:0,0.997,0.003,116
85,1:0,2:1,0.311,0.689,586
86,1:0,1:0,0.999,0.001,343
87,1:0,1:0,0.997,0.003,328
88,1:0,1:0,0.989,0.011,307
89,1:0,1:0,0.989,0.011,145
90,1:0,1:0,0.999,0.001,457
91,1:0,1:0,0.999,0.001,538
92,1:0,1:0,0.999,0.001,245
93,1:0,1:0,0.999,0.001,29
94,1:0,1:0,0.999,0.001,393
95,1:0,1:0,0.997,0.003,108
96,1:0,1:0,0.978,0.022,264
97,1:0,1:0,0.654,0.346,357
98,1:0,1:0,0.989,0.011,494
99,1:0,1:0,0.991,0.009,254
100,1:0,1:0,0.999,0.001,338
101,1:0,2:1,0.311,0.689,180
102,1:0,1:0,0.654,0.346,308
103,1:0,1:0,0.999,0.001,82
104,1:0,1:0,0.978,0.022,682
105,1:0,1:0,0.997,0.003,208
106,1:0,1:0,0.997,0.003,726
107,1:0,1:0,0.997,0.003,359
108,1:0,2:1,0.02,0.98,696
109,1:0,1:0,0.804,0.196,595
110,1:0,1:0,0.997,0.003,653
111,1:0,1:0,0.654,0.346,426
112,1:0,1:0,0.989,0.011,242
113,1:0,1:0,0.654,0.346,689
114,1:0,2:1,0.311,0.689,12
115,1:0,1:0,0.654,0.346,411
116,1:0,1:0,0.978,0.022,621
117,1:0,1:0,0.654,0.346,707
118,1:0,1:0,0.999,0.001,460
119,1:0,1:0,0.997,0.003,697
120,1:0,1:0,0.989,0.011,59
121,1:0,1:0,0.999,0.001,532
122,1:0,1:0,0.999,0.001,230
123,1:0,1:0,0.997,0.003,36
124,1:0,1:0,0.999,0.001,477
125,1:0,2:1,0.146,0.854,73
126,1:0,1:0,0.999,0.001,23
127,1:0,1:0,0.804,0.196,98
128,1:0,1:0,0.997,0.003,731
129,1:0,1:0,0.945,0.055,413
130,1:0,2:1,0.146,0.854,71
131,1:0,1:0,0.997,0.003,569
132,1:0,1:0,0.997,0.003,287
133,1:0,2:1,0.146,0.854,68
134,1:0,1:0,0.654,0.346,544
135,1:0,1:0,0.989,0.011,721
136,1:0,1:0,0.999,0.001,377
137,1:0,1:0,0.997,0.003,493
138,1:0,1:0,0.999,0.001,354
139,1:0,1:0,0.999,0.001,387
140,1:0,1:0,0.999,0.001,398
141,1:0,1:0,0.989,0.011,690
142,1:0,1:0,0.997,0.003,131
143,1:0,1:0,0.997,0.003,672
144,1:0,1:0,0.833,0.167,401
145,1:0,1:0,0.654,0.346,333
146,1:0,1:0,0.997,0.003,300
147,1:0,1:0,0.989,0.011,329
148,1:0,2:1,0.433,0.567,568
149,1:0,1:0,0.654,0.346,509
150,1:0,1:0,0.989,0.011,487
151,1:0,1:0,0.997,0.003,334
152,1:0,1:0,0.997,0.003,360
153,1:0,1:0,0.654,0.346,651
154,1:0,1:0,0.997,0.003,130
155,1:0,1:0,0.654,0.346,592
156,1:0,1:0,0.804,0.196,407
157,1:0,1:0,0.654,0.346,421
158,1:0,1:0,0.997,0.003,294
159,1:0,1:0,0.654,0.346,529
160,1:0,2:1,0.311,0.689,318
161,1:0,1:0,0.833,0.167,491
162,1:0,1:0,0.971,0.029,69
163,1:0,1:0,0.997,0.003,560
164,1:0,1:0,0.654,0.346,563
165,1:0,1:0,0.997,0.003,704
166,1:0,1:0,0.804,0.196,429
167,1:0,1:0,0.999,0.001,347
168,1:0,1:0,0.971,0.029,53
169,1:0,1:0,0.654,0.346,331
170,1:0,1:0,0.997,0.003,6
171,1:0,1:0,0.999,0.001,361
172,1:0,1:0,0.989,0.011,655
173,1:0,1:0,0.654,0.346,301
174,1:0,1:0,0.978,0.022,513
175,1:0,1:0,0.997,0.003,378
176,1:0,1:0,0.971,0.029,46
177,1:0,1:0,0.833,0.167,293
178,1:0,1:0,0.654,0.346,299
179,1:0,1:0,0.833,0.167,275
180,1:0,1:0,0.997,0.003,674
181,1:0,1:0,0.997,0.003,476
182,1:0,1:0,0.804,0.196,614
183,1:0,1:0,0.999,0.001,127
184,1:0,1:0,0.999,0.001,478
185,1:0,1:0,0.997,0.003,233
186,1:0,1:0,0.989,0.011,449
187,1:0,1:0,0.833,0.167,389
188,1:0,1:0,0.999,0.001,19
189,1:0,2:1,0.311,0.689,341
190,1:0,1:0,0.989,0.011,729
191,1:0,1:0,0.999,0.001,198
192,1:0,1:0,0.997,0.003,578
193,1:0,1:0,0.997,0.003,638
194,1:0,1:0,0.997,0.003,539
195,1:0,1:0,0.654,0.346,258
196,1:0,1:0,0.989,0.011,105
197,1:0,1:0,0.999,0.001,188
198,2:1,2:1,0.311,0.689,199
199,2:1,1:0,0.833,0.167,409
200,2:1,1:0,0.833,0.167,518
201,2:1,1:0,0.654,0.346,459
202,2:1,1:0,0.654,0.346,246
203,2:1,1:0,0.654,0.346,671
204,2:1,1:0,0.976,0.024,456
205,2:1,1:0,0.978,0.022,262
206,2:1,2:1,0.433,0.567,480
