@RELATION WekaInputIdentifier

@ATTRIBUTE title {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150}
@ATTRIBUTE isbig REAL
@ATTRIBUTE tf REAL
@ATTRIBUTE idf REAL
@ATTRIBUTE ridf REAL
@ATTRIBUTE wig REAL
@ATTRIBUTE weight {0,1}

@DATA
32,0,0,18.687990709966105,1.0000034160854092,0,0
32,0,94,11.449585970641026,0.3311331836681113,-6852.5245746354285,0
33,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
33,0,0,18.687990709966105,1.0000034160854092,0,0
33,0,3197,6.206948135032351,0.1510075741517145,-100.31904938752918,0
33,0,2930,6.491081267424968,0.3102736288441639,-112.19035055566638,1
34,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
34,0,0,18.687990709966105,1.0000034160854092,0,0
34,0,0,18.687990709966105,1.0000034160854092,0,1
35,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
35,0,0,18.687990709966105,1.0000034160854092,0,0
35,0,0,18.687990709966105,1.0000034160854092,0,1
35,0,0,18.687990709966105,1.0000034160854092,0,0
36,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
36,0,0,18.687990709966105,1.0000034160854092,0,1
36,0,0,18.687990709966105,1.0000034160854092,0,0
37,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
37,0,0,18.687990709966105,1.0000034160854092,0,1
37,0,13760,4.627548082649475,0.6411081998385373,-13.580679766645776,0
37,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
38,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
38,0,1,17.10302820924495,0.41503749926881994,-1060784.9607096957,0
38,0,0,18.687990709966105,1.0000034160854092,0,1
39,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
39,0,0,18.687990709966105,1.0000034160854092,0,0
39,0,12,14.295673287187345,0.30808471845292473,-69408.66413441946,1
39,0,25855,3.55898949691712,0.4417915328134301,-4.9904329009325235,0
40,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
40,0,0,18.687990709966105,1.0000034160854092,0,0
40,0,14077,4.344319180188379,0.38966536737529545,-13.126477036511142,0
40,0,5,15.228559091328808,0.1255172177070385,-182637.95112481955,0
40,0,0,18.687990709966105,1.0000034160854092,0,1
41,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
41,0,3668,6.34563819987831,0.4863099810660563,-84.00122671523313,1
41,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
42,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
42,0,43832,3.3207466130968513,0.905343837396237,-1.8392879783125793,0
42,0,275,9.73088866840382,0.15048650594000712,-1984.3382899920166,1
42,0,43,12.245047214117376,0.016344649097408848,-16647.909957233842,0
43,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
43,0,7677,5.144354670143092,0.33673628024599633,-31.31223522256269,0
43,1,196,10.129569996697441,0.06296501859597115,-2942.6014103366942,1
43,1,2325,7.283381312128394,0.7710942563219865,-150.50654737157112,0
43,0,288,9.576855039731397,0.0628097035658115,-1880.0596652846177,0
44,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
44,0,12041,4.815989244523599,0.6428515567643647,-16.535850397719834,1
44,0,1051045,0.3496590977273219,0.3396823096370094,0.20051150697213985,0
44,0,15440,5.040419858415404,1.214487933053872,-11.418782968853643,0
45,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
45,0,7,15.228559091328808,0.5405478848215957,-126047.60192603507,1
45,0,12041,4.815989244523599,0.6428515567643647,-16.535850397719834,0
46,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
46,0,0,18.687990709966105,1.0000034160854092,0,0
46,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
46,0,6,14.987550991825014,0.1068981234577695,-149411.62742123925,1
47,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
47,0,977,7.826128369906953,0.06849548877378542,-439.54537844450016,0
47,0,1,17.10302820924495,0.41503749926881994,-1060784.9607096957,1
47,0,342610,0.7752007588683982,0.45794943208253486,0.0,0
48,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
48,0,7,14.781100114357585,0.0930889078503725,-126047.60192603507,0
48,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
48,0,0,18.687990709966105,1.0000034160854092,0,1
49,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
49,0,16118,4.086161899275981,0.31993875668079186,-10.693940356203685,0
49,1,1122,7.91897938886909,0.3603031410949491,-371.43085476789895,1
50,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
50,0,14155,4.149498620661759,0.2025525963487227,-13.018345522366232,0
50,0,78100,2.3361370160112154,0.6426195551129787,-0.35400609148696466,0
50,0,5676,5.594078026300544,0.3576574117073399,-47.2300240087556,0
50,0,3,15.880635787908501,0.1926382457426019,-320011.8531472791,1
50,0,984,8.175250247162607,0.42788273123159026,-435.75317350593076,0
50,0,0,18.687990709966105,1.0000034160854092,0,0
51,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
51,0,21292,3.8916975563753287,0.509677410192976,-6.896226062717805,0
51,0,0,18.687990709966105,1.0000034160854092,0,0
51,1,9211582,0.0404514770880936,0.0404514770880936,0.04448864679726754,0
51,1,24081728,0.022686024490613365,0.022686024490613365,0.020677070369421346,0
51,0,1430,7.943997848905931,0.7339362465246317,-275.8748585332425,0
51,0,11,14.164428753909093,0.06136638382141868,-76443.94908354543,1
52,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
52,0,5,15.228559091328808,0.1255172177070385,-182637.95112481955,0
52,1,9211582,0.0404514770880936,0.0404514770880936,0.04448864679726754,0
52,1,24081728,0.022686024490613365,0.022686024490613365,0.020677070369421346,0
52,1,432,8.992762418470356,0.06152283600245134,-1167.2999473345212,1
53,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
53,0,0,18.687990709966105,1.0000034160854092,0,1
53,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
54,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
54,0,3182,6.44630542236448,0.3836331921328666,-100.92749496886961,0
54,1,124379,1.9271018689689163,0.7594145322778783,0.0,1
55,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
55,0,4501,5.663716747426103,0.09673124382857434,-64.28539796236265,0
55,1,124379,1.9271018689689163,0.7594145322778783,0.0,1
56,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
56,0,14077,4.344319180188379,0.38966536737529545,-13.126477036511142,0
56,1,124379,1.9271018689689163,0.7594145322778783,0.0,1
57,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
57,0,0,18.687990709966105,1.0000034160854092,0,1
57,0,918,8.572947059804395,0.7257459741396035,-474.01757876313803,0
58,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
58,0,0,18.687990709966105,1.0000034160854092,0,1
58,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
58,0,0,18.687990709966105,1.0000034160854092,0,0
58,0,277,9.6138492472136,0.04385686998485383,-1967.6118779576855,0
59,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
59,0,373925,0.6718081232557703,0.4026522336554369,0.0,0
59,1,0,18.687990709966105,1.0000034160854092,0,0
59,0,0,18.687990709966105,1.0000034160854092,0,0
59,1,11,14.164428753909093,0.06136638382141868,-76443.94908354543,1
60,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
60,0,14155,4.149498620661759,0.2025525963487227,-13.018345522366232,0
60,0,408,9.15466097766027,0.14123717261282387,-1248.8121323810637,1
60,1,12090,5.927062896346259,1.7596179604351434,-16.438026517256837,0
60,0,503,8.80077009449772,0.08834476724682183,-974.7895892988113,0
60,0,30,12.75725337240322,0.023359907144058667,-24962.485314727925,0
61,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
61,0,14155,4.149498620661759,0.2025525963487227,-13.018345522366232,0
61,1,4954,5.8656190500027785,0.4354108282294513,-56.63188460206348,0
61,0,23168,3.811042170538839,0.5445423955090924,-6.003570906462843,0
61,0,3405,6.687638532485804,0.7218977704258984,-92.49326823068499,0
61,0,486,9.15077230942751,0.3889030717814048,-1015.3748136954765,0
61,0,2,16.366062615078743,0.2630309897315186,-498609.58289764693,1
61,0,0,18.687990709966105,1.0000034160854092,0,0
62,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
62,0,47,12.278599773828402,0.1754144269804332,-15057.512870853874,0
62,0,27974,3.403202749849473,0.39255883165329486,-4.354179553832766,0
62,0,0,18.687990709966105,1.0000034160854092,0,0
62,0,0,18.687990709966105,1.0000034160854092,0,1
63,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
63,0,0,18.687990709966105,1.0000034160854092,0,0
63,0,0,18.687990709966105,1.0000034160854092,0,1
64,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
64,0,6998,5.429277469806886,0.4903834261533975,-35.563935261026224,0
64,0,0,18.687990709966105,1.0000034160854092,0,1
65,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
65,0,1,17.10302820924495,0.41503749926881994,-1060784.9607096957,0
65,0,24081728,0.022686024490613365,0.022686024490613365,0.020677070369421346,0
65,1,9211582,0.0404514770880936,0.0404514770880936,0.04448864679726754,0
65,1,24081728,0.022686024490613365,0.022686024490613365,0.020677070369421346,0
65,0,45,12.180196069767408,0.015617010205312809,-15815.354513075134,1
65,1,24103,3.5360624653123005,0.3235050115269207,-5.620148736723714,0
66,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
66,0,298,11.411866304691866,1.946862807130568,-1806.4663764130541,0
66,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
66,0,4,15.518065708523794,0.15199284515430733,-233413.342720223,1
66,0,8794,5.135681850925773,0.5202254982294265,-25.918422033042056,0
66,0,0,18.687990709966105,1.0000034160854092,0,0
67,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
67,0,0,18.687990709966105,1.0000034160854092,0,0
67,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
67,0,0,18.687990709966105,1.0000034160854092,0,0
67,0,3487,6.287911807344092,0.3562132921287251,-89.69236164319992,0
67,1,124379,1.9271018689689163,0.7594145322778783,0.0,1
68,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
68,0,54,12.148831898858074,0.24201985307123763,-12869.832629476266,0
68,0,0,18.687990709966105,1.0000034160854092,0,1
68,0,6869,5.196262853016767,0.23096836560489642,-36.48022840269804,0
68,0,0,18.687990709966105,1.0000034160854092,0,0
69,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
69,0,6869,5.196262853016767,0.23096836560489642,-36.48022840269804,0
69,0,6,14.987550991825014,0.1068981234577695,-149411.62742123925,0
69,0,18,13.478537344337155,0.03841607455033014,-44206.68684775428,1
70,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
70,0,0,18.687990709966105,1.0000034160854092,0,0
70,0,186,10.326046936230863,0.1843187544041669,-3126.6254725575113,1
71,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
71,0,105,11.022654792780928,0.06222927789870347,-6037.986734559896,1
71,0,11,14.164428753909093,0.06136638382141868,-76443.94908354543,0
72,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
72,0,0,18.687990709966105,1.0000034160854092,0,0
72,1,0,18.687990709966105,1.0000034160854092,0,0
72,0,0,18.687990709966105,1.0000034160854092,0,1
72,0,51344,2.7243946686727485,0.5124995762356881,-1.287652797220416,0
73,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
73,0,4893,5.801722557093145,0.35385095160711,-57.57011415790151,0
73,0,12,14.04413452019138,0.05654595145695929,-69408.66413441946,0
73,0,0,18.687990709966105,1.0000034160854092,0,1
73,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
73,0,8222,5.792604770067599,1.082070556054238,-28.471710368630415,0
73,0,2767052,0.11993440137743629,0.11993146249901147,0.0,0
73,0,0,18.687990709966105,1.0000034160854092,0,0
73,0,0,18.687990709966105,1.0000034160854092,0,0
73,0,0,18.687990709966105,1.0000034160854092,0,0
73,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
74,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
74,0,8,14.600527868715767,0.08243824756927509,-108760.94699581127,1
74,0,8222,5.792604770067599,1.082070556054238,-28.471710368630415,0
75,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
75,0,10485,4.617115064355039,0.24963500482327472,-20.200067663195593,0
75,0,6,14.987550991825014,0.1068981234577695,-149411.62742123925,1
75,0,15,13.733794399579232,0.04575586451270475,-54162.690290415965,0
75,0,3273,7.216823576241714,1.1945084377117983,-97.33133128104278,0
76,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
76,0,0,18.687990709966105,1.0000034160854092,0,0
76,0,0,18.687990709966105,1.0000034160854092,0,0
76,0,19,13.478537344337155,0.11241323994506303,-41619.05639888924,1
77,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
77,0,8490,4.826225276374892,0.16105122929727234,-27.226488095417327,0
77,0,18117,4.302734951021531,0.6984367417551325,-8.922183740393887,1
77,0,3627,6.197891955081866,0.322490944401463,-85.23499843556016,0
77,0,11996,4.701170945792654,0.5227841887908138,-16.626504117592955,0
77,1,50526,2.8633053836684867,0.6309231595840141,-1.337648877118249,0
77,1,17866,4.340576958270353,0.7169977222751047,-9.119143498986045,0
78,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
78,0,0,18.687990709966105,1.0000034160854092,0,0
78,0,749,8.344804994518224,0.20500658393208226,-605.8831850500125,1
78,0,0,18.687990709966105,1.0000034160854092,0,0
78,0,0,18.687990709966105,1.0000034160854092,0,0
78,0,43209,2.9692170480685847,0.5352172571916998,-1.8961900023102667,0
78,0,226729,1.220679701978618,0.6174281687362079,0.30913234847376087,0
79,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
79,1,129,10.8870908100458,0.22103067481586258,-4768.300208474393,1
79,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
80,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
80,0,56844,2.523535481634582,0.44046281966342304,-0.9988916928874474,0
80,0,128,10.939797860376645,0.262600583294363,-4811.128096163148,1
80,1,17866,4.340576958270353,0.7169977222751047,-9.119143498986045,0
80,0,2767052,0.11993440137743629,0.11993146249901147,0.0,0
80,1,9211582,0.0404514770880936,0.0404514770880936,0.04448864679726754,0
80,1,24081728,0.022686024490613365,0.022686024490613365,0.020677070369421346,0
80,0,487,8.948210100192846,0.18929682323969743,-1012.902787947953,0
81,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
81,0,24761,4.199083617176655,1.0231769726687299,-5.371046323621649,0
81,1,733,8.985818024600558,0.8149637070965436,-621.8100140798113,1
81,0,19230,4.332295500232353,0.8102612787705596,-8.121456633937338,0
81,0,200,10.232663489661544,0.19504472102078374,-2874.485828976474,0
82,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
82,0,34056,3.3348783529379,0.5877793689326829,-3.0468175972350413,0
82,0,0,18.687990709966105,1.0000034160854092,0,0
82,1,124379,1.9271018689689163,0.7594145322778783,0.0,1
83,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
83,0,11,14.164428753909093,0.06136638382141868,-76443.94908354543,0
83,1,29,12.960070255402904,0.1788744913858924,-25930.466795701872,1
84,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
84,0,0,18.687990709966105,1.0000034160854092,0,0
84,0,1,17.10302820924495,0.41503749926881994,-1060784.9607096957,1
85,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
85,0,14155,4.149498620661759,0.2025525963487227,-13.018345522366232,0
85,0,761,8.941476388827642,0.8245374115879347,-594.4137913289956,0
85,0,10,14.44006319652252,0.21147336042199605,-84962.39607096958,1
85,0,452,8.92810252674427,0.06193867144438592,-1106.4674196382525,0
85,0,0,18.687990709966105,1.0000034160854092,0,0
86,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
86,0,3521,6.013136402019486,0.09531692970429351,-88.57353484517222,0
86,1,139,11.287111273683921,0.7279321849903102,-4375.998650886624,1
86,0,1,17.10302820924495,0.41503749926881994,-1060784.9607096957,0
86,0,5,15.228559091328808,0.1255172177070385,-182637.95112481955,0
87,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
87,0,23191,3.889063328945681,0.6239178821092017,-5.993693021429672,0
87,0,2978,6.46489401961841,0.30735794614010903,-109.88164826166789,1
