@RELATION WekaInputIdentifier

@ATTRIBUTE title {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150}
@ATTRIBUTE isbig REAL
@ATTRIBUTE tf REAL
@ATTRIBUTE idf REAL
@ATTRIBUTE ridf REAL
@ATTRIBUTE wig REAL
@ATTRIBUTE weight {0,1}

@DATA
1,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
1,0,111,11.14109625007847,0.26008470784163507,-5666.5134993486645,0
1,1,165,10.543332467134222,0.22982098491565317,-3595.5821310607066,1
1,0,99,11.1881448228829,0.14367553815805323,-6460.560481173191,0
1,1,1044,8.655944983035296,0.9936799778107854,-408.65886792183863,0
1,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
2,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
2,0,3616,6.70250451086147,0.822760111990922,-86.42914593370226,0
2,1,12090,5.927062896346259,1.7596179604351434,-16.815948364715084,1
3,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
3,0,1069,8.252320449029556,0.6240779668576133,-395.2342979762893,1
3,0,1,17.10302820924495,0.41503749926881994,-1060806.4375062955,0
4,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
4,0,0,18.687990709966105,1.0000034160854092,0,1
4,0,0,18.687990709966105,1.0000034160854092,0,0
4,0,24,13.133401858288469,0.08918876857645586,-32062.324157531522,0
5,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
5,0,9,14.600527868715767,0.23443792494099291,-95482.2060153419,1
6,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
6,0,1234,7.644279846618949,0.22237446552796225,-331.41024962378765,0
6,0,237,9.903355864408583,0.10937679401970968,-2361.3739256866706,1
6,0,0,18.687990709966105,1.0000034160854092,0,0
7,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
7,1,912,9.158560155819954,1.3019295506437354,-481.2162537802924,1
7,0,9,14.44006319652252,0.07397325274774502,-95482.02542757022,0
8,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
8,0,0,18.687990709966105,1.0000034160854092,0,0
8,0,0,18.687990709966105,1.0000034160854092,0,1
9,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
9,0,7518,5.0314541181275025,0.19418587219122596,-32.4982016986273,0
9,0,2,17.10302820924495,0.999996583897726,-498627.8316523436,1
9,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
9,0,0,18.687990709966105,1.0000034160854092,0,0
9,0,4103,5.883657983778489,0.18449214533089897,-72.8576844744993,0
10,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
10,0,373925,0.6718081232557703,0.4026522336554369,0.0,0
10,0,10468,4.607756106276137,0.23799283174132313,-20.247088173914086,0
10,0,2910,6.397107887536527,0.206490284913027,-113.17726916235164,0
10,0,342610,0.7752007588683982,0.45794943208253486,0.0,0
10,0,5860,5.669616639145088,0.47858841956309295,-45.24777000233794,0
10,0,7768,5.166512953608318,0.375583944899077,-30.806304860953492,0
10,0,0,18.687990709966105,1.0000034160854092,0,0
10,0,48826,3.003653000609041,0.7274752718947357,-1.4485048110140153,0
10,0,5919,5.372133562703278,0.19535506867276986,-44.641532183291055,0
10,0,0,18.687990709966105,1.0000034160854092,0,1
10,0,29357,3.5450460475237393,0.5994000810984095,-3.9983137296606395,0
11,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
11,0,21179,3.78943655667224,0.400119322702158,-6.956062132651364,0
11,1,43397,4.82486917780771,2.3965124218163267,-1.8788010987759538,0
11,1,1122,7.91897938886909,0.3603031410949491,-371.43085476789895,1
12,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
12,0,563,8.63678176905134,0.08642299096659833,-852.5485924413701,1
12,0,47127,2.71386744920559,0.3921794010047215,-1.5696445275623494,0
13,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
13,0,1,17.10302820924495,0.41503749926881994,-1060784.9607096957,1
14,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
14,0,0,18.687990709966105,1.0000034160854092,0,1
15,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
15,0,7518,5.0314541181275025,0.19418587219122596,-32.229757704873634,0
15,0,0,18.687990709966105,1.0000034160854092,0,1
16,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
16,0,7518,5.0314541181275025,0.19418587219122596,-32.229757704873634,0
16,0,0,18.687990709966105,1.0000034160854092,0,1
16,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
16,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
17,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
17,0,0,18.687990709966105,1.0000034160854092,0,1
17,0,0,18.687990709966105,1.0000034160854092,0,0
17,0,47127,2.71386744920559,0.3921794010047215,-1.5696445275623494,0
17,0,41,12.31295127861918,0.017141349712606058,-17566.534359534162,0
17,0,0,18.687990709966105,1.0000034160854092,0,0
18,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
18,0,0,18.687990709966105,1.0000034160854092,0,0
18,0,0,18.687990709966105,1.0000034160854092,0,0
18,0,13164,4.770338920977116,0.7220356097173273,-14.504018377980122,0
18,0,0,18.687990709966105,1.0000034160854092,0,0
18,0,0,18.687990709966105,1.0000034160854092,0,1
18,0,2,16.366062615078743,0.2630309897315186,-498609.58289764693,0
19,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
19,0,18566,3.821243038461211,0.2507502216592927,-8.585485620231749,1
19,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
20,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
20,0,0,18.687990709966105,1.0000034160854092,0,0
20,0,5656,5.887292995602978,0.6458488268259135,-47.45426505122416,0
20,0,14,14.04413452019138,0.2629899967940741,-58483.387040560265,1
21,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
21,0,105,11.204174932701848,0.24374941781962356,-6037.986734559896,1
21,0,0,18.687990709966105,1.0000034160854092,0,0
21,0,203,10.152715333345302,0.1364599688289836,-2825.2797529453387,0
21,0,146,10.523083783290417,0.03427011248228595,-4135.329091297254,0
21,0,658,8.4270711763032,0.100971327768967,-707.7288188271738,0
21,0,12,14.04413452019138,0.05654595145695929,-69408.66413441946,0
21,0,1091,7.818396866725322,0.21944135406314302,-384.339916178471,0
21,0,12,14.04413452019138,0.05654595145695929,-69408.66413441946,0
22,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
22,0,12815,4.551720484854655,0.46583570134155394,-15.091298571488675,1
22,0,139864,1.6467058829063517,0.6008812643951773,0.18437519483064158,0
22,0,224,9.977184276266753,0.10221303499887568,-2520.1082094206968,0
22,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
23,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
23,0,12815,4.551720484854655,0.46583570134155394,-15.091298571488675,1
23,0,139864,1.6467058829063517,0.6008812643951773,0.18437519483064158,0
23,0,146,10.523083783290417,0.03427011248228595,-4135.329091297254,0
23,0,3423,6.081816865249072,0.12361904581519845,-91.86563408730449,0
23,0,4501,5.663716747426103,0.09673124382857434,-64.28539796236265,0
24,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
24,0,2561,6.453472624226115,0.07980030238024227,-133.17523846572595,1
24,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
24,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
25,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
25,0,2561,6.453472624226115,0.07980030238024227,-133.17523846572595,0
25,0,0,18.687990709966105,1.0000034160854092,0,1
26,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
26,0,6229,5.351344685218733,0.24714726466397519,-41.6682921085218,0
26,0,0,18.687990709966105,1.0000034160854092,0,0
26,0,56844,2.523535481634582,0.44046281966342304,-0.9988916928874474,0
26,0,32,12.805347660604264,0.16164517228533093,-23217.374566802708,1
26,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
27,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
27,0,2,16.366062615078743,0.2630309897315186,-498609.58289764693,1
27,0,85,11.270138195080207,0.00812529720061761,-7686.66977572871,0
27,0,2843,7.061825390061607,0.8378427719486536,-116.59584426331438,0
28,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
28,0,6936,5.190014164103565,0.23849383049725326,-35.99949903753126,0
28,1,646,9.69646886389041,1.343897234436902,-723.4883157543909,1
28,0,0,18.687990709966105,1.0000034160854092,0,0
29,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
29,0,0,18.687990709966105,1.0000034160854092,0,1
29,0,37276,3.1987385611222665,0.5712836450064884,-2.561363280553956,0
29,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
29,0,61094,3.243590485804499,1.250695119792606,-0.8211725973197775,0
29,0,6977,5.033690335022394,0.09053242330493205,-35.71048151020464,0
29,0,0,18.687990709966105,1.0000034160854092,0,0
30,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
30,0,14612,4.114639381022492,0.21198864346410407,0.0,0
30,0,3751,6.681313994657117,0.8539759930181328,-81.59543921529344,0
30,0,5,15.228559091328808,0.1255172177070385,-182637.95112481955,1
31,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
31,0,15417,4.337258668343104,0.5092538013190233,-11.444685714005265,0
31,0,9325,5.262905966723259,0.7302234875997851,-23.865945512594767,0
31,0,45,12.34814070708148,0.18356164751938486,-13284.897790983117,0
31,0,572,8.54205856414559,0.014509031296283226,-836.5917095694634,0
31,0,10,14.295673287187345,0.06708345108682146,-84962.39607096958,0
31,0,146,10.543332467134222,0.054518796326091135,-4135.329091297254,1
31,0,5165,6.077657908054971,0.7068943537708208,-53.5777962500859,0
32,1,13415,4.784014745755097,0.762110059503736,-14.10352484249117,0
32,0,0,18.687990709966105,1.0000034160854092,0,1
32,0,40419,3.3195865612088293,0.798507432356391,-2.178523623144596,0
32,0,695367,0.46154558876134866,0.40694406739532907,0.0,0
